title,author,link,Image_URL,image_url3,desc1,desc2
Beginning Programming,"By Adrian Kingsley-Hughes, Kathie Kingsley-Hughes · 2005",https://www.google.co.in/books/edition/Beginning_Programming/-t-yOng1fKIC?hl=en&gbpv=1&dq=programming&printsec=frontcover,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAKIAewMBIgACEQEDEQH/xAAcAAAABwEBAAAAAAAAAAAAAAABAgMEBQYHAAj/xABKEAABAwMCAgQJBwgHCQAAAAABAgMEAAUREjEGIQcTQVEUIjJUYXGBkaEVFpKTsdHSFyM0QlJylMEIM0RTYoLwJDZFc3SisuHx/8QAGQEAAwEBAQAAAAAAAAAAAAAAAAECAwQF/8QALREAAgECBAUCBgMBAAAAAAAAAAECAxEEBRIxFCFBUVITFTJTYXGBkTNCoSL/2gAMAwEAAhEDEQA/AKa30PcZuoStMKPpUNQzJTsaN+RnjTzKP/Eor01FUFRmlAYBQCB7KWpXA8wfkZ408yjfxSKTe6IOLmBl9iE2P8cxA/nWw9JPF90t2u18NMa5+gKdfIyGgdgPTWA39jiWbI628mZJcWrIK1FQ9g2FAE810O8YPJ1NR4ax3ploP86U/Ivxp5pF/ik1XrNL4p4fcS/a3ZsYJ56UnxT607VsnR70xMXaQza+JG0xJqyEIfTybcV2A/smmBnn5F+NPNIv8Umu/Itxp5rE/ik16eoaAPMI6FuM/Non8UmnTPQ/xcltCHbbb3Ak8z4UAT7RXpOm8+WzBiOyZCsNtpyfTSaA88L6IuKBki024JyTlUzYU3HRVxC45pRGtORulM0ZNW7i/jZ+RnXIQw2T4jWrAx/OqOjiKQ47jWooJ8tKSkCpsguSTHQ/xThAXBtriE90gAnnnf4UcdD/ABSP+HW32yM0aBx9NtE1DkeUVN/rNqVlJ9lbnwtfo3EVoanRSOfJxGfJV3UWTAwR/oX4sdUCiPAaAGyX9/fTRzoX4ySshEWKsftCSkZr07QVV7AIwRiFHHc2n7KNIeSww68vyW0FR9gzRYX6Gx/y0/ZRbiz19vks4zraUn4UgM7dbW9GVLfOXZBLqifTt8Kr8sAqPLONqlr3efk2Mll+MUsoSEdYpQA+NQN5nogW4T8a2nE6klPPNADWRjVjFZtxW2li9LUyNGQFcuXOrAOK3JLmpMIFB2HXDV7qjeLmg81GmoSQV+KR200B6l4UuJu/DNquKyOskxG3F4Oyikavjmpaqf0SqSej2zICwpTbRQsA+SrUeR9Iq4UwANZ30sXpMWMiJrwlKetcAO/cPgfeK0Q7V5+6Xrip6+SEagAJAR4x5AI3+KR76TAmeGOEoT1vRPurSX5ckdYVL56Adkj0CpWXZYCGClDCMY2CabcM8QIlxWo63IynEoAHULyDRr/eFx06GENrc7Q4vSAPXg1IGV8c8PCEszYY0tbLQOz01av6P3ERjXx+zvuHq5SNTedtQok9xF7hrYeDKteRlh3Wk+2s9sct3h/iiLJSohUWSATtkA4PwqgPZFdScZ5MiO28g5S4kKHtFKUgEYPKGxzz+bT9lLK2NJQwREYB36tP2UsaaAzDjW3M3JtcSU2lTaiMHG2DVY4ntaI9oj20EKawSfWTzq58c9bGIW231mHAnHPnnasn4vl8SyFLjvobbSg5QprXqA7s4pAHt/DkIpDgCVgDtpS9Q2VR2x2NuJUk74OcVWrZdLsy60y6nDSzp1EYq58NQU3fiC226X+cafeBWjVglKQVHb92gDUOiCE9D4PSqQnSuQ+t7A25gA/FJq70jFYaix248dsNstJCEJTsAKVqkBxrzLxqgz+OlRVkFLslaMZ7zzr01kV5e6RHFW/pAW/kp6qWefdhR5+40mJmj2WwW+3PIWyhAdCeWBzxSLzEZ+4vIk4GvKRkbg9lPIrgQ34SAtfWJCusRjkKr01wIn9aEyn1FWUg4wPTvSGHnQoNnaW3EaQnVz8UY51jl2VquEg97qs+vNajxU+IqXJL73JtGoJB3JrJHVl1xbit1Ek+2mgPV3RNdjd+B7e64rU40nqln0irfWU/0endfDUxoZCUPjl6cc61Y71LATh/orP7ifsqL4j4qsvDccvXee0x3N5ytXqSOZrBuJ+mS+zgqLZdNuipGkLSNTisensrN5cuRNkKkTH3H3leUtxRUT7TVJAbFeulqJermWoEGQhjGUrcwSopyScDYYFQvF95j3aJ4Sl15CkJyA07pCh7Kzm3y3IE5iWz5bKwoDv9Htq9y7ZY75D8LjKXFcWNRS2fFJ9VAFLmXNyQprqx1SWvJAUSc95JqQs/EN1s9yYvjD48KjqwylYylQIIVkdoxUfNhtxHVJSorCT20ycWVnmdtvRTA3fhjp3ivFtjiS3mMo8jJjZUj1lO4HqzWnniuwi0fKxusXwH++6wY9XrrxvRtagjRqOjOSnPLNAHobiHp0skPU3ZIj9wdGy1/mm/eefwrFuKr9I4klructptt15ZUpLYISDtyz7KgKfpUhdsCD5SFfbk/wAhSA0fo14tZchptFxc0PI5NLUfLT3esVa7nJiMN9YPHWNgKxjhW3GfdGwDgNkKNbTDt6QyNQGcUMDLONHZ0ljrnkFtnXsdyeyqfsa1fpIjNx7JrKcnrE4rKDQgJzhvi6+cMOKVZZ62ErUCtspCkLx3g/8A2tZtnT5HTAZF0tDypgTh1UdQCCe8AnIrCaGnYB0/Ee693q47ujWcZQds0n4JJ83d+ga2KxWcXJl0lxxPV6fITnOTufRRFWabpUpDClt9YUBaRvzxn1Vx8TLxPZWW0r21mQeByfN3foGncJy4xAUstPBJ7NBrVl2SYlIBbOvnyzyAABzn1GifI04BaiyoBCiFc+7BPwINLipeJXtdH5hlkqPNeOtTTy1K58kGm3gEw/2V76BrX1WWanKkslSdWkd55429dIzIb0NaUSEhKlJ1DBzypcVJf1Gsqpt2UzJ/k+b5o/8AVmu+T5vmj/1ZrUTQKpcY+xXs8fIy/wCTp3mb/wBWaOLdPCeUOTv/AHRrS8UokeLRxj7B7PDyZU+BWZEG6KdksuMt6cHrGyNXqrVW71BQkAPp27Qaqx2opHdmk8XLsP2eHkxp0jz1XGG1GgIdkKWrUsttqwkD2VnnyXcPMpH1ZrTTtRSM0uMkugez0/JmaC13DzKR9Wa75Ln+ZSPqzWjqFBRxsuwez0/JktaJciOy4iPG69KwgqGknBHMbVIovMpL7S7kwpKQsnUEFJxvjHbzqT6PU/mZuACcIx8alpyHnOHnxeUNJdJwNOO/l7a8OtmkqVd0rclb78zepUgpaWio3C8a1uCKCW3Eq1FY7VJCTjuGAKbqvMlSgrSjKQtI5dikJSfgkVYp/DNtjNJxJWl58BDKFr3WTS3zTtZdMIOyPCg11mvPLGcd3f2Vo83o2vz/AEUqlBLYrke9PGUhx8DRzCtI54JBP2UnfJTMyUHWNRynCioYGfQOyrBH4YgM29LtwdcDq3dAUjYHOAMU4RwpbzdHYx67QllKx4/aSR3eilLNqCvvy+g/WoxlqRRjtQKFW1qzWszlMMtyZiWmwF9SR5eSDknAG3fTtzhSCLhGSOtSw8lRUgq5ggd9EsyoR3v3NXiqfUo2O+jgcqu6+GrMiM+8XHwGHMOKB58jtR1cLW8XVDADnUrYK9OrYggb+2o91w/Z/oni6ZRSKcw7dLnqUmGyXSgZVggY99XD5uWbwZL2p/Sl3Qo58o5xinFvsjEO8SGo7rzbZaSoBKyDue2onmtPS9Cd13QpYyNnbczxSSMg7jcUQ91XiHw/a3LfFkyg7rec0nSo+MSogD0UZrhS3i5Sg51hjNNhQQFEcznt37Kr3ShzunyK4uCvcoSh76LpPdVuvdltsaxNzoIcJWsAFajsc9lVU79vvrtw9aFeOqKNYVVUV0WDhm9tWdt9LrTi1OhIGjHLGfvqPcmvvuZefecSFagFrJx76ZoOoBXfzo1aLDUlUlO3NijTjfV1ZO3y/JuDsRyO2tpcfmCrG+Rj7KlPnhHx14hKEwt6NWrljf3Zqm86EZrCWXYeUVFrYl4em0lbY0KxSJku2sh+M06gr1Bwr2555ik7nf2LdfHFaC9+aSg6CORyT/OqOzIfQNLbziR3BRFBnKsnmT31yxymDquUtn0MlhI6m3sTdmvbVvbltPx1OtvnPinBp/8AOxgORVCItKWARpCu8Yqpk1xrqnl9CcnJrc1lh6cndosrnEqFxJrHg6h4Q4Vg5HLNOvna0qc3J8FXhDakYyOeSD/KqfR0+TUvLcO+gnhqfYsnzkR4GY4YVkvF3OR+1nFOBxa2mcuT4KrCmwjGodhP31VM0U9lN5bh2uaDhqfYsTXEiG4EaN4Oolh1LmrO+FZqStd5kXG4SHorCCgtpSppxeDkZ5/GqUdqBK1oOUKUk94OKipltGUWoqzYSw0HexdOMXm27GxFX1aHisHq29kgA/fVEPM0otS3Dlaio95OaDFb4PDcNT0XuVSp+lGwDCcNIyc+KNqU76Ta/q0fuilO+us0Wx2K4V2a4UFAihzQChpAAa6hrjQAFHTtReyjDagGcaA0JoDQAFENHopoAJQZoTRKBMWjNKcSAkpGAM6jilvBXBuUD/MKsHAthhXx+QicHMNoBToXjtqevXDPD9nS249HmOs6sOqbez1IOyiO6tY021c4p42EJ+nzuUBcR1CSVaRgZxqFH8CdGrxm8A4zrG9aFcOELC3ZJNxhhx3RHU62S8Sk4GRtWedc1j9EY+kv8VKcHHc0oYlV03HociMtXPU2O/KqOmI4o4StsqKtONYpPr2sj/ZGPpL/ABUPhDfmrH0nPxVmdH/QbwZeQCtv16hQORloRqUpvbONYzRTIb80Y+kv8VAZDZ/sjH0l/ipC5iVHB5UPhDfmjH0l/io4fbx+iMfSX+KgpsT1VxPKlOvb80Z+kv8AFXF9vH6Ix9Jf4qAu+wjnlRCadJdbKQfBWBnOP6w7epVAXGsZMVn3PffQF/oNFGiZp51jasaYzHPbIdGfjTZxQKyUtISP2Rq5e80Cu30Lj0eTDBaucnQpxTccKCEjJUewCn1tuPEhhvI+Qw6uSoqedkLwFZ7MdwFN+jBvrXZ7eASqOBg8hvUxH6PoTSHElMhRWjSOsnurKfSCdjXZTg5R3PAxdaNOtJab7DSyw7xbuHL3EuTKURTHccZ0uBWg4OU+r/3VAxvWoM8NMcO8P3oRy9peiL1dbIW7slW2rbeszbMcI/PdZq/wkVnXjpsjsy6q6mubXURrqUJja9ndPrFHQYurxg7js8YfdXN1PUuTR4ZbSBquDOo4OAobYyaH5tRyE4uLR1DO+1Q6HWAka+uJ7cLxQF1gZz1+P3x91baoeJxOliPmf4TLfDUZRI+UWRgE+UKjLrATb3m20PJdC2g5qSc4ySMfD40gVsZH9fjt8cUOqLz8R7HZ4wz9lTJxa5IunCtGV5zuvsNzyoDzp0pUHlhqR9Yn7qIpcPCsNv5xyyscvhWdjp1EvYLBcbtEcdgOMJSham1dacc1AYxUi/Yr9FZbQ5IhOpaBGEHJwd886ibNfU2+EuOpL+C8l3Uy4E7ae8H9n4mnw4rj/nNTMtWpOBl5Pi/9tbRVLTzfM82tLF+o9EbocyOFb4qCqQt2KI6GgohBOdKMn/XqFUpRUFHlVq+dqEw3GCmY4S0ttKnHwdOf8v8ArJqqEknOk1FTTy0M3wjrWfqqxcuhxa1S8qUolUFKlZO5ynma1iurq7qXwnhY7+Z/gjeJf93rp/0b3/gawv8AV9lDXVjid0ehlHwy/An2mlEbiurq5Op7R3ar10CtjXV1MkAbmlmwC27kbJ5e8V1dSYMS7DSf311dTK6A/q0C9q6uoE9hPO1CvyjXV1JAf//Z",,"There are many books on the market that cover the programming in certain languages, but very few outside of academic circles introduce programming as a topic itself. The goal of this book is to give non-programmers assistance in learning the basics of programming so that they might eventually become a professional developer, or a programming hobbyist. This book will not only help the reader gain new skills, but it will also be beneficial for readers as they want to expand their knowledge on the topic and use that experience to work with other programming languages. This book offers the basic best practices and skills for all novice programmers.· What Is Programming?· Why Learn to Program?· How Computers Read Code.· From Concepts to Code - The Language of Code· The Tools for Programming· Simple Coding· The Structure of Coding· Problem Solving· Debugging· Interface· Putting It All Together· Interacting with Files· The Windows Registry· Organizing, Planning, and Version Control· Compiling Code and Alternatives to Compiling· Distributing Your Project","There are many books on the market that cover the programming in certain languages, but very few outside of academic circles introduce programming as a topic itself. The goal of this book is to give non-programmers assistance in learning the basics of programming so that they might eventually become a professional developer, or a programming hobbyist. This book will not only help the reader gain new skills, but it will also be beneficial for readers as they want to expand their knowledge on the topic and use that experience to work with other programming languages. This book offers the basic best practices and skills for all novice programmers.· What Is Programming?· Why Learn to Program?· How Computers Read Code.· From Concepts to Code - The Language of Code· The Tools for Programming·..."
Introduction to Programming Languages,By Arvind Kumar Bansal · 2013,https://www.google.co.in/books/edition/Introduction_to_Programming_Languages/zlbSBQAAQBAJ?hl=en&gbpv=1&dq=programming&printsec=frontcover,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAKIAcAMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAABQMEBgIBB//EADsQAAIBAwMCBQMCAggGAwAAAAECAwAEEQUSITFBBhMiUWEUcYEykSOhBxVCscHR8PEWM2KCsuEXUnL/xAAbAQACAwEBAQAAAAAAAAAAAAAAAgEDBAUGB//EAC8RAAICAQMCAwcDBQAAAAAAAAECAAMRBBIhMUEiYfATMlFxgZHBI1KhBRQVM2L/2gAMAwEAAhEDEQA/ANvRRRXzGelhRRRRCFFGRRRCFFGRRRCFFFFEIUUUUQhRRRRCFYTxtrWqWOpT21hcmEfRI6+kEBzPEmf2Yj81u6rXGn2dzIZLi2ilcqF3OoPGQcfbIB/FatHdXTbusXIlVyM64U4mHi1rVL+9ubFtQltrjT7B3n8pV9UqOACcg4DAg1Xk1TWkt9CZdQ1C5bULOS4kSBYtylVUgDcANoyfmn58RaCl7PJJZyo0kzWkly1v6ZHAJKE9+n8q4h8UeHfLgkktpLZY7RprZpYMZi6EJj344rsgsORRx8vI/mZMD98Sabr2p6qsgn1oWYttOS5V4lAE7HJJO4dB+nA7iubLxBqt8L65uNV+gNvYQ3CRlF2M5TJyDzg+wPenb6p4YaNk1HTfpTZxCZIrq2AbYxOCgGc5OeK9u9V0ELJeX+izxzReWB51n6mDYVCvY9u/FNuHIFB+w9cyMf8AcW2Xii/msNbuLqZbeWPT4Z4IyMbGaIEkZ7Fs0adq+oajFc3N5ry6S1mYFCSohRt0aElwcE5JPQim11qXh29t7i/vtP3S2EqxPHNbZlVzjaoHc8jFcX+t+GSul6ldWizG8x9PMbcEpyBz7YNV7hyBSQT5DjA6fUSfPfFuo3Or2txryprd0y6bZLcRZWP1Mwbg8dPSOlV313VJrHVb5tVa1l05I/Jtdq4mygOWzydx4GMU4vvFfh2GbUkntpZHjZYLkrBu8zJIC/PcV5fa74XS9g+osxJNHa/URyC3B2xhS2M+4A6UyM2BuoOfkPgM/f8AMg47PEV74r1iyGq3NxN5ds5eC2yBmCZUR1H/AHBiPxWv1nUNQsxpptDbEXUiQnzkYkMwJzwenFUD4i8N3f18EltuEMZvJkkg/wCZgDJHuwBFWrrxJpbSmMWd1dpaFTJJDb71gYjjPzj2ziq7gbCuKMY68deIy8Z8cq6R4jvruewe4S18m9uJYBDHu8yIx7vUc9jsP7itbVSHT7JLhruK1iSeTlpQgDHNW65OqsqsYezXbNVasB4jmFFFHas0smXsfB1rDJezXYWe5luJJ4WJbbHuHHpzjIyecUr/APj8i1gt1vVjAshBMQCd0ituVwD2BA4reVh9J8SW+mR6+NQuybiO+laGFySxXYuAvxnPFdjTanWWhijcjHH8TLZXUpGRJL7wbfazJJc6xfwC7WBIbY2sTBE2MWDMGJyc1HeeD9T1Frl769tFMxiJSESbMq+4thicE9OPakDahq2nWGp218b6OS/sRcRGQ8rMP1hCDwORReX2vWkk+mQS3Ul3p9nKvmjOZYyVZHHuwU4/FdFatUDgWDy47cfniZy1fUqZpf8Agy5+oaKPUmh0/wCt+rRYuZVIHAywI4bnnPSq/wDwFP8ASvZnUFe1QTi33p60LjjOAAcNg8YpBql4Bb6pb+HZrySMWqyiWO9eXJBGSVIyrcnIDdulMte1+S61S/bQ55rmK6tYrSBrcnAldm3Fe24L3+RUbNbnAf8AgeXXz5hmruJfj8CzrLG5vYmb+C0xKHMjq7MzfndUY/o/lS08hL5CQLlFZ1JKpJGERf8AtApT/WV5EsOkanJfQ2Ntfn6qR2Kv5DAmPey8gZ4JB7VVl1AyR2UaSzLZrfzRsG1GRoyvloRiQKG25PfPOeasVNbn/YPsPX0kE1ftmhuvAVxPp1zFHfRx3MkoZJQhwqFAjoe+DjP4FSXng3URFe29hf2yQXjiVjKriSGTbtJQqRkfBpFq14sN1FLFdzTokEXk20N3Krqc8mJiCJc98g/ivqURzGp9WSOdx5/NYdVqNVp1Vi2c+Xyl1ddbkjEI12RqpOcADNdUUVwScmbRxMpFql/6Wa5O08cqP8qv2t3fS3JQzqG5yhj4UYzn36A0qtMuUjTDkNuCsOBgZpzYSNqMgnuNpmtmCgqm3g9GI6YyMdO4r2PsKUG4qMTxtupte7ZuIPbtL91dSabp1xdXEQnRYldH27cHONpwepyKsiZLmxintoIBIygsMnjP+2Kp3gL20FncpDMlxOpeEg4Kg8kHtglT+K4lSDTUubi0cyRltm9mznHx3yf7qdDpyngUZm9zciKMnnr8RKWo3tw98IrRxEFQeYrKDsPzkd/apLe5ni3NfTMCo4URgg5HGSO1dxwwxX0t3IBlreMMJBuBGW29e/8AkKJxqU0CzXlu3lbQQm89fcrSAUMMhenWU2rYiixWOZzNezGymuoPLURQGWTABwew+5rmxvrk2FvPdw+mZT6kADrnp6T7Y6VfnElvou+3t874h6OzHA4Oa807zpWha9i2CONdoxhenJHsKECWPtCDEkiz2XvnM9RJrqOQ2kokk8sYQKAQc9Tn36UTrLZRW5u2VC7DkkY6cg+2OK4u7iaziuruOJJlG6SVlHpPGFUHuByPuaW3N614sdtLHAI5WAMZORnI79ferb9OgGFWILSG8Vhj+0uEZS01tCACAu9iP8v9Gq8+pRkmKOEZ2Ah1yWY5OcDPbior0RNcC4keVIF4Kqv6sdqisdomLtFIUckxv5eDn7fng1ketVT3MxlutLY3zuLUZEgXNt5pL4LMSMD8U2UOtl5z2WZARlMsMj4pfHHNdTS20Ts0YfazseQTj0gj2rSW9u8KIJZVaRQFJAPIFWU0K2d6D7R1stJOHM+Sh9sm7dt46571bs7qU3dmkfRplBPY4PT+dbXUvDljcJbwoFt0jI3Mi+ph05P+NYrxLaLpd+8EDOY4mVxk8jkMf/GtK8GW+yVmGRLs+rQyXU9vHKVmhbDlvYHZwfgtTuwlS1luEuPMULDlUU+kjnlfway9jo9zNJPcbVaBkURkHrgksCe3vk0wa4kn3BdkSBTtUOF2p7fOeKgVqoJXqZGrOxlC89MiRajrcP1ptpN8EBt0k343CMHIBOOST8fFa9Lq2jVEdxkDblSD9hjv/wC6wS3qTeJYHhtEaWKOK2kXbuDMP0nn4647Cvod7p2mIsYlsbRXlYRq4t1/UQcdvirVSpBtxxNF65CkDHERapdywsJIiJVkMYOFJUsQNpz9sZ+1NFIaCIW8ozENpBGVbHAH+FZTUIzBq1polsVto4rmPd5OV80nJyR07A5pnPJc+Zamwj8uG2DM0UrbdwGckjvkY/cVFYCHC95RcUFQY951f3Erzxw3tugj+oULHFjBPUKfjIyOOSAKpa1Zi1tPrdjBo2MhJTbsJGcqD8A9KZX0dvd2Cf1lbwz20p2n2H4POBxzWQ1K6kjt7qz9cggYGDzTuPltldu7qecjNXqSfemNFUsmOeZuoruKby7uyfOCWQsMKFxyfyc/sPauY7qW0vbdriZZmZd+0dApPBz3PWkFreXlzZWrb0gUAJDbq5ACjjcSffHQ1Wu76WO7muliRfJHr2twvGN3HHzSs43S2xGFp2jianSrnfrGrRyt/Ct5Q5XZyARkH7ndTqK3U3TXO4/p2hQ2QOcH81i/D2rSPqGoXVxCRI4ieSOPn+zkA46Ef5Vt7Kdbq3jniKmN1yMLgg9/8aiwL7wl9m0WBPkZ5K5Q+Y6jaV5X/p9/59Kxvi2wnub5Ta27PJHAnm5/tHsPngVspEQEqEBCrvI9yOgpXqN0lq+9ZVQyP5aMy7uB1bHbv/L81oueY+cGZPT5xpkd7bxZa1uSFWSUkSRLjDKRjrwP/fWvL8MfME8gefdgKpyAoAxVfQVjvpJQ2Nvnu6wPkf8A1UA98dz9jT1PD01xJPdXs8NuMEq23cFx0O3uPjimKkniTcc2ZMy3hJZE8QRi3fOEAY4IG7bhm+4Of3re6hqqR6zaLADcgRNmJDxuJGD+wb96wmgTmHWNQt4pllLRqVuJBsCbiQTjJ7f31eS5v9OR5rBlNwuWAkH/ADNjEMmecA4IzUEdI15JsJ7cTvWri7g8XkExI+6SSDzM4JC+nJHbGP51f1G/kCafO8flRzuVLEklcjjI7Ajj2pVrWqNrN49/ZW4eERILeRxgBSu592fjjH3FTX8pW5JctM3G93UgZ64HsKk4XmU21K1Sp66zm9mMms6fFNHcm3WfzY1J48vAzz7Ag8VT8cKmnQxuEQy3MyLtUkKoAZ8fcYH711azPN4g+qhvWkFpK8iwFQcBlwevyemO4r3XtSutkCS6dE7JMJxuHKoODgHr+oH7gVO4ZE1oiq1YhoLRy6ZDcL5byu7ko8mBH6iePftTS/hQWmoPNbFR5DGXaCwYNnjGfcUre4gkgK2kflwTSGRicEliT+wGelM9W1cQwNNa3m2GGJQFRNpduM7z36UhCsSDM597iS/0bPBFPqNtvVpFZV5X9e0Yzmt4qhBtVQo9hisDouoJFavqulxhlbcLgKuESUqmDj2/xzTjw3qSZkkuZ5ZZJW9R2+lOepNNYOcR7cb431eSSOyumi/V5YT7A9T9xWbhhe5uQ7Wqm3O4pJcschQM9Ovuada9crHb3Ee0NIAr7TnDKOvT/XNJtY+nmWe9iuEUwW4mCQEerA5z2HHGKFHEqPWKtFt3ufDn9YvC0ly940hkhbbsXGB26Egf6Nc2t3qFxIYoJDvYeWFODuLEDv169ar6aZo7eHTEBC2isbkSttXjAB+TnOPzUF7cyWtzHe2y7Ak6NHgbVPqHFL3EtuH6kl0S2tpLvxBPDCkwUW8MaqCTHySR+OaYGJbTUJre8aFIGmaSNnjY7dx3dBg459+1V/A11Mb+5t5Aqbv4jBHByS5Ocn2Ld81PPc3F1cyJ5j3UkO/MkuGUoOOFI4470zEAAxrzteJb64eDQruFwsO+5vJVROmCrMmwkcj1DH7dqcuNOuNKaWK5k+swpIJ4kz7VmvGNy01z5JjWNLOFpAm4AbGXjGf/AM5/NMdMRLWG3S4P8KFFV2KjGAOTz9qhhwPOFoGxDJfAhj1K9u4zbRCU27DzJHzglsg4AyD6fftSnxTNKutWT3M7P5TuN45BCvGcAe3HSpP6KZRFq0i7ZNwsN6u3PqXrx7+v9s15rV8QsNvcWy3SSNI4UjDKwxyCBxyR8U7YQjEsI/XCntiaOKxGoaUbyybFv5YnhjHZWyXzkkjpVK9ltk8OzW1qgmv55FBZlwqpkdPnk078M6VbHwvamWcQqtqpeVifSGJJX74xSjUbqziup2hGLVECIQuSRuBz9+tQVwwMyg+KVfBkkkRurB4T5TTKxjD5AOPn4x1rWM8Fo0pMfoOEc8t6cc4C4/vFZXwVdwT69dPceUEucvHG4KglDjr0zgj74p1rPiPS7K3e/WTNkYwPLgIOOSCDg565HFKysSMy2/IsbM01xFZXs7tPM6qYymNmQwIINZ3VPD0EVnOmm3cskk0Tx4KY6qep9s4H5pxRXmv8zf8AATd/ZV/GING0yW11W5mu4A8FyiFtxDbWVnIwPY7/ANwK68S6Mb/T0ttPj8hhIGOGyuAc9D34pjq96NO024uypcxplUUElm6AAfJwKz1h4snaHZdadK1zBHI91tUx+WEI/ssMk4YHFaatfrbU3IoIkPTUHyx5lDQ/C+pWd1/F8tI5YwGYHlG5zn3HSmx0C7V/RLHjHJDGoV8YN9RIrafMU2rInOCEKq3tyfUOPiiLxRPdafqV5bW6KLeKN4YydxyxIIb2PHTtVjX648lRFsWqxixJld/C9zqOrzTajFEYpIjHychQFwvH3yKlh8L3o0+0tbu98zy9oeRQedvOcfOBXEPjYRW8n1tpIblN7NCnBQjf6MHqQFGT8ip7jxitsp87TpFYsyqBIMEggHJxgde9S2o/qHTYPX1gVpbHPSQ6H4TuLFrpjdMruNsZ6ZAB9jxmhvD+oC/t7hRGQmUdSQRsOM9R8fzqxeeJ528PS6pZ2nk4mijUzMDkMygk9MY3d/aqtv44wkEU1i8k8igMY22ruJHY9ueoyOKUX69vFtHBxJIq37iZpdLtS2gQ6ZfmWCNAPTGQcYJwPtjB/wBqpXuiqkVwlkGcyMixM3BQZBZj+3FLZfG8EUkkb2MgdF4HmDk5AIzjjr1OM018M6vJrNrdXDxGJEuSkakc7diMM/PqP7VFut11a+0dQMevjFSiljgGZeHwfqNwVS7k2IZWzhsgITnp7kgdK1dpomnwxRxLYRBok8uN5v4gUAYA5z6cE8fNNaKyH+tag9hL7NKjsWMKKKK5E1Q+3WjnsTRRRIxDnjmj7mivCQOpAH3o5hgT3nsaMn3P714CGGRyPcV7U8yOId89/ejJ96KKjJk4hk0cnrRRRmGIUUUUSYUUUUQhRRRRCFUdVW5eJBauiNu5LjOBjqB3q9XLxpJjeitjpkU9bbGBisMjETx2j/TiM3DzZ4Z2lEbZ98YOM+1S/TP6QruCFAytzgnHxir4tLYYxBHx/wBNe/TQZB8lMr0O3pV51GTE2GcWbHygjPux0JkDFh79BVio47eGIgxRIhAwCq44qSs7kE5EsAxCiiilkwoooohCiiiiEKKKKIQoooohCiiiiEKKKKIQoooohCiiiiE//9k=",,"In programming courses, using the different syntax of multiple languages, such as C++, Java, PHP, and Python, for the same abstraction often confuses students new to computer science. Introduction to Programming Languages separates programming language concepts from the restraints of multiple language syntax by discussing the concepts at an abstract level.

Designed for a one-semester undergraduate course, this classroom-tested book teaches the principles of programming language design and implementation. It presents:
Common features of programming languages at an abstract level rather than a comparative level The implementation model and behavior of programming paradigms at abstract levels so that students understand the power and limitations of programming paradigms  Language constructs at a paradigm level A holistic view of programming language design and behavior


To make the book self-contained, the author introduces the necessary concepts of data structures and discrete structures from the perspective of programming language theory. The text covers classical topics, such as syntax and semantics, imperative programming, program structures, information exchange between subprograms, object-oriented programming, logic programming, and functional programming. It also explores newer topics, including dependency analysis, communicating sequential processes, concurrent programming constructs, web and multimedia programming, event-based programming, agent-based programming, synchronous languages, high-productivity programming on massive parallel computers, models for mobile computing, and much more. Along with problems and further reading in each chapter, the book includes in-depth examples and case studies using various languages that help students understand syntax in practical contexts.","In programming courses, using the different syntax of multiple languages, such as C++, Java, PHP, and Python, for the same abstraction often confuses students new to computer science. Introduction to Programming Languages separates programming language concepts from the restraints of multiple language syntax by discussing the concepts at an abstract level.

Designed for a one-semester undergraduate course, this classroom-tested book teaches the principles of programming language design and implementation. It presents:
Common features of programming languages at an abstract level rather than a comparative level The implementation model and behavior of programming paradigms at abstract levels so that students understand the power and limitations of programming ..."
