course_url,image_url,desc,duration,by,title,id
https://www.udemy.com/course/postman-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/1265410_cb96_4.jpg,"Postman API testing for manual and automated tests. Automate with Newman, Jenkins or any other CI tool.",21.5 total hours,"Valentin Despa, Valentin Despa - Support",Postman: The Complete Guide - REST API Testing,c00135
https://www.udemy.com/course/webservices-testing-with-soap-ui/,https://img-b.udemycdn.com/course/240x135/246392_a0af_2.jpg,"""Most Popular #1 SoapUI Test automation Course - ""70,000+ students learning together with great collaboration""",12.5 total hours,Rahul Shetty,WebServices/Rest API Testing with SoapUI +Real time Projects,c00136
https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,https://img-b.udemycdn.com/course/240x135/821726_8071.jpg,Learn how to use the R programming language for data science and machine learning and data visualization!,18 total hours,Jose Portilla,Data Science and Machine Learning Bootcamp with R,c00137
https://www.udemy.com/course/jenkins-from-zero-to-hero/,https://img-b.udemycdn.com/course/240x135/2022294_e5b3_4.jpg,"Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more!",10.5 total hours,Ricardo Andre Gonzalez Gomez,"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",c00138
https://www.udemy.com/course/ionic-2-the-practical-guide-to-building-ios-android-apps/,https://img-b.udemycdn.com/course/240x135/1070124_3a0f_4.jpg,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",20.5 total hours,Maximilian Schwarzmüller,"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",c00139
https://www.udemy.com/course/gitlab-ci-pipelines-ci-cd-and-devops-for-beginners/,https://img-b.udemycdn.com/course/240x135/2309602_ed2d_3.jpg,Learn GitLab CI/CD from a GitLab Hero. Obtain valuable DevOps skills. Build pipelines & Deploy to AWS.,5.5 total hours,"Valentin Despa, Valentin Despa - Support","GitLab CI: Pipelines, CI/CD and DevOps for Beginners",c00140
https://www.udemy.com/course/solid-design/,https://img-b.udemycdn.com/course/240x135/2521572_c415_9.jpg,Gain mastery over SOLID Principles and write clean and well-designed code in Object Oriented Languages like Java etc.,2 total hours,Sujith George,SOLID Principles: Introducing Software Architecture & Design,c00141
https://www.udemy.com/course/java-programming-complete-beginner-to-advanced/,https://img-b.udemycdn.com/course/240x135/2707184_4c5e_20.jpg,Learn Core Java Skills including the lastest version of Java (Java 21),10.5 total hours,"Code IT, Humanless DE",Java Programming for Complete Beginners,c00142
https://www.udemy.com/course/learn-devops-ci-cd-with-jenkins-using-pipelines-and-docker/,https://img-b.udemycdn.com/course/240x135/1205346_feb8_3.jpg,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",4.5 total hours,Edward Viaene,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,c00143
https://www.udemy.com/course/data-structures-and-algorithms-deep-dive-using-java/,https://img-b.udemycdn.com/course/240x135/1419186_5b21_2.jpg,"Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",16 total hours,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy",Data Structures and Algorithms:  Deep Dive Using Java,c00144
https://www.udemy.com/course/javascript-for-beginners-introduction-learn-fast-easy/,https://img-b.udemycdn.com/course/240x135/405818_aa3f_3.jpg,JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,4 total hours,"Edwin Diaz, Coding Faculty Solutions",The Complete Ruby on Rails Developer Course,c00145
https://www.udemy.com/course/nlp-natural-language-processing-with-python/,https://img-b.udemycdn.com/course/240x135/2058283_214d.jpg,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",11.5 total hours,Jose Portilla,NLP - Natural Language Processing with Python,c00146
https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,https://img-b.udemycdn.com/course/240x135/622414_03f5_4.jpg,PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,7 total hours,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",Taming Big Data with Apache Spark and Python - Hands On!,c00147
https://www.udemy.com/course/mern-stack-front-to-back/,https://img-b.udemycdn.com/course/240x135/1646980_23f7_3.jpg,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",12 total hours,Brad Traversy,"MERN Stack Front To Back: Full Stack React, Redux & Node.js",c00148
https://www.udemy.com/course/nextjs-react-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/3873464_403c_3.jpg,Learn NextJS 14 from the ground up and build fullstack ReactJS + NextJS apps with the App Router or Pages Router!,32.5 total hours,Maximilian Schwarzmüller,Next.js 14 & React - The Complete Guide,c00149
https://www.udemy.com/course/corejavamadeeasy/,https://img-b.udemycdn.com/course/240x135/911256_4d20_5.jpg,Master java in quick and simple steps,28 total hours,Bharath Thippireddy,Core Java Made Easy (Covers the latest Java 18),c00150
https://www.udemy.com/course/docker-tutorial-for-devops-run-docker-containers/,https://img-b.udemycdn.com/course/240x135/714724_b3b4_9.jpg,Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,3 total hours,"Tao W., Level Up, James Lee, Jiarui Zhou",Docker Crash Course for busy DevOps and Developers,c00151
https://www.udemy.com/course/spring-boot-tutorial-for-beginners/,https://img-b.udemycdn.com/course/240x135/1078208_530c_3.jpg,"Java Spring Boot Framework in 100 steps - Build a REST API and a Web application with Java, JPA, SpringBoot and Maven",17 total hours,in28Minutes Official,Learn Spring Boot 3 in 100 Steps - No 1 Java Framework,c00152
https://www.udemy.com/course/learn-html5-programming-from-scratch/,https://img-b.udemycdn.com/course/240x135/41295_dd3f_9.jpg,A Complete HTML5 Programming Course for Beginners,17 total hours,Eduonix Learning Solutions,Learn HTML5 Programming From Scratch,c00153
https://www.udemy.com/course/the-complete-wordpress-website-business-course/,https://img-b.udemycdn.com/course/240x135/520116_edf5_2.jpg,"Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",22 total hours,"Gregg Davis, Codestars • over 2 million students worldwide!",The Complete WordPress Website Business Course,c00154
https://www.udemy.com/course/node-with-react-fullstack-web-development/,https://img-b.udemycdn.com/course/240x135/1254420_f6cb_4.jpg,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",26 total hours,Stephen Grider,Node with React: Fullstack Web Development,c00155
https://www.udemy.com/course/plsql-beginner-to-advanced-become-a-perfect-plsql-developer/,https://img-b.udemycdn.com/course/240x135/1312466_8faf_11.jpg,A Comprehensive Guide to Make You a Job-Ready PL/SQL Developer.Also Covers Oracle 1Z0-144 and 1Z0-149 PL SQL Exam Topics,26.5 total hours,"Database Masters Training | 250,000+ Students Worldwide, Code Star Academy","The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""",c00156
https://www.udemy.com/course/coding-interview-bootcamp-algorithms-and-data-structure/,https://img-b.udemycdn.com/course/240x135/1409142_1879_8.jpg,Ace your next Javascript coding interview by mastering data structures and algorithms.,13 total hours,Stephen Grider,The Coding Interview Bootcamp: Algorithms + Data Structures,c00157
https://www.udemy.com/course/learn-devops-infrastructure-automation-with-terraform/,https://img-b.udemycdn.com/course/240x135/977360_8585_4.jpg,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",11.5 total hours,Edward Viaene,Learn DevOps: Infrastructure Automation With Terraform,c00158
https://www.udemy.com/course/spring-web-services-tutorial/,https://img-b.udemycdn.com/course/240x135/1302610_5c62_4.jpg,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,13.5 total hours,in28Minutes Official,Master Java Web Services and REST API with Spring Boot,c00159
https://www.udemy.com/course/web-developer-course/,https://img-b.udemycdn.com/course/240x135/446134_383c_3.jpg,Become a Full-Stack Web Designer in 2023 - Learn Everything from Web Design Fundamentals to Front-End Web Development,35 total hours,Brad Hussey,Ultimate Web Designer & Web Developer Course,c00160
https://www.udemy.com/course/postman-crash-course-for-beginners-learn-rest-api-testing/,https://img-b.udemycdn.com/course/240x135/1780636_992b_3.jpg,Get up to speed with Postman and learn REST API & testing real FAST. You learn 80% of what you need in 20% of the time.,3 total hours,"Valentin Despa, Valentin Despa - Support",Quick Introduction to Postman and API Testing for Beginners,c00161
https://www.udemy.com/course/build-website-scratch/,https://img-b.udemycdn.com/course/240x135/80940_2664_10.jpg,Learn Web Development Essentials and Become a Web Developer From Scratch in this Complete HTML & CSS Beginner's Course,8.5 total hours,"Brad Hussey, Code College",Build Websites from Scratch with HTML & CSS,c00162
https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,https://img-b.udemycdn.com/course/240x135/2769460_e60c.jpg,"Learn about Data Science and Machine Learning with Python! Including Numpy, Pandas, Matplotlib, Scikit-Learn and more!",44 total hours,Jose Portilla,Python for Machine Learning & Data Science Masterclass,c00163
https://www.udemy.com/course/machine-learning-for-data-science/,https://img-b.udemycdn.com/course/240x135/971154_6799_2.jpg,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.",5.5 total hours,David Valentine,Introduction to Machine Learning for Data Science,c00164
https://www.udemy.com/course/cypress-tutorial/,https://img-b.udemycdn.com/course/240x135/2470214_97a0_5.jpg,Learn writing fast and robust Automated (UI + Integration) Tests using Cypress V13 with Mocha and Cucumber frameworks,17 total hours,Rahul Shetty,Cypress -Modern Automation Testing from Scratch + Frameworks,c00165
https://www.udemy.com/course/front-end-web-development/,https://img-b.udemycdn.com/course/240x135/1166306_84a1_3.jpg,"Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",17 total hours,"Joseph Delgadillo, Nick Germaine",The Complete Front-End Web Development Course,c00166
https://www.udemy.com/course/selenium-for-beginners/,https://img-b.udemycdn.com/course/240x135/1693880_298f_2.jpg,Selenium WebDriver with Java and TestNG. Tutorial designed for complete beginners in Selenium testing and automation,6.5 total hours,Dmitry Shyshkin,Selenium WebDriver with Java for beginners,c00167
https://www.udemy.com/course/complete-aspnet-core-21-course/,https://img-b.udemycdn.com/course/240x135/1844356_cba1_8.jpg,"Build real world e-commerce application using ASP.NET Core MVC, Entity Framework Core and ASP.NET Core Identity.",17 total hours,Bhrugen Patel,.NET Core MVC - The Complete Guide 2023 [E-commerce] [.NET8],c00168
https://www.udemy.com/course/rock-the-jvm-scala-for-beginners/,https://img-b.udemycdn.com/course/240x135/1310772_2dd5_8.jpg,"Become a Scala programmer and get the skills you need to work with Spark, Akka, and any Scala framework!",11.5 total hours,Daniel Ciocîrlan,Scala & Functional Programming Essentials | Rock the JVM,c00169
https://www.udemy.com/course/javascript-es6-tutorial/,https://img-b.udemycdn.com/course/240x135/861624_864d_2.jpg,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,6.5 total hours,Stephen Grider,ES6 Javascript: The Complete Developer's Guide,c00170
https://www.udemy.com/course/devslopes-ios10/,https://img-b.udemycdn.com/course/240x135/892102_963b.jpg,The most comprehensive course on iOS development - become a master of app development,71 total hours,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",iOS 10 & Swift 3: From Beginner to Paid Professional™,c00171
https://www.udemy.com/course/advanced-javascript-concepts/,https://img-b.udemycdn.com/course/240x135/1501104_967d_13.jpg,Learn modern advanced JavaScript practices and be in the top 10% of JavaScript developers,26 total hours,Andrei Neagoie,JavaScript: The Advanced Concepts,c00172
https://www.udemy.com/course/devops-and-continuous-integration-with-jenkins-pipelines/,https://img-b.udemycdn.com/course/240x135/1315262_b3cb_2.jpg,"Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",3.5 total hours,"TetraNoodle Team, Manuj Aggarwal","DevOps: CI/CD with Jenkins pipelines, Maven, Gradle",c00173
https://www.udemy.com/course/aws-serverless-a-complete-introduction/,https://img-b.udemycdn.com/course/240x135/1241254_9cc1.jpg,"Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",8 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",AWS Serverless APIs & Apps - A Complete Introduction,c00174
https://www.udemy.com/course/entity-framework-tutorial/,https://img-b.udemycdn.com/course/240x135/551498_7081.jpg,Connect your applications to a SQL Server database,6.5 total hours,Mosh Hamedani,Entity Framework in Depth: The Complete Guide,c00175
https://www.udemy.com/course/complete-uipath-rpa-developer-course/,https://img-b.udemycdn.com/course/240x135/2279412_4d28_2.jpg,Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced.,30.5 total hours,Leon Petrou,Complete UiPath RPA Developer Course: Build 7 Robots,c00176
https://www.udemy.com/course/android-kotlin-developer/,https://img-b.udemycdn.com/course/240x135/2642574_61bb_2.jpg,"Learn Android 14 App Development From Beginner to Advanced Developer. Build Apps like Trello, 7Min Workout, Weather App",66.5 total hours,"Denis Panjuta, Tutorials.eu by Denis Panjuta",The Complete Android 14 & Kotlin Development Masterclass,c00177
https://www.udemy.com/course/sql-intro/,https://img-b.udemycdn.com/course/240x135/1745282_f418.jpg,Learn the Fundamentals of SQL Programming,1.5 total hours,Global Academy,SQL Programming Basics,c00178
https://www.udemy.com/course/modern-javascript/,https://img-b.udemycdn.com/course/240x135/1470810_a8b0.jpg,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",29.5 total hours,Andrew Mead,The Modern JavaScript Bootcamp,c00179
https://www.udemy.com/course/php-with-laravel-for-beginners-become-a-master-in-laravel/,https://img-b.udemycdn.com/course/240x135/758582_ea1f.jpg,Learn to master Laravel to make advanced applications like the real CMS app we build on this course,43 total hours,"Edwin Diaz, Coding Faculty Solutions",PHP with Laravel for beginners - Become a Master in Laravel,c00180
https://www.udemy.com/course/introduction-to-microservices/,https://img-b.udemycdn.com/course/240x135/2334812_b017_7.jpg,Microservices with a Purpose: Exploring the Bigger Picture,1.5 total hours,Sean Campbell,Microservices: Designing Highly Scalable Systems,c00181
https://www.udemy.com/course/aws-cloudformation-master-class/,https://img-b.udemycdn.com/course/240x135/1362052_0bbe_7.jpg,Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,7 total hours,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",AWS CloudFormation Master Class v2 [2024],c00182
https://www.udemy.com/course/learn-python-programming-a-step-by-step-course-to-beginners/,https://img-b.udemycdn.com/course/240x135/1495788_1aaa_2.jpg,"Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",5.5 total hours,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha",Learn to Code in Python 3: Programming beginner to advanced,c00183
https://www.udemy.com/course/typescript-the-complete-developers-guide/,https://img-b.udemycdn.com/course/240x135/2337318_abfd_5.jpg,Master Typescript by learning popular design patterns and building complex projects.  Includes React and Express!,27.5 total hours,Stephen Grider,Typescript: The Complete Developer's Guide,c00184
https://www.udemy.com/course/ultimate-web/,https://img-b.udemycdn.com/course/240x135/1042110_ffc3_4.jpg,"Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",31.5 total hours,"Mark Wahlbeck, Devslopes by Mark Wahlbeck","Beginner Full Stack Web Development: HTML, CSS, React & Node",c00185
https://www.udemy.com/course/foundation-level-training/,https://img-b.udemycdn.com/course/240x135/3292616_0a27_3.jpg,The best way to prepare for the ISTQB Foundation Level Exam,25.5 total hours,"Tarek Roshdy, Nezam Academy, Nezam Team",ISTQB Foundation Level Complete Training,c00186
https://www.udemy.com/course/data-science-natural-language-processing-in-python/,https://img-b.udemycdn.com/course/240x135/753140_f3f3_2.jpg,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis.",12 total hours,Lazy Programmer Inc.,Data Science: Natural Language Processing (NLP) in Python,c00187
https://www.udemy.com/course/javascript-beginners-complete-tutorial/,https://img-b.udemycdn.com/course/240x135/2634490_e343_3.jpg,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,52 total hours,"Colt Steele, Stephen Grider",The Modern Javascript Bootcamp Course,c00188
https://www.udemy.com/course/bash-shell-scripting-crash-course-for-beginners/,https://img-b.udemycdn.com/course/240x135/1583482_7f8e_2.jpg,"Learn Bash Shell Scripting from total beginner:Start from the Command Line,finish with a real world Shell Script Project",5.5 total hours,Francesco Santi,Bash Shell Scripting: Crash Course For Beginners,c00189
https://www.udemy.com/course/writing-clean-code/,https://img-b.udemycdn.com/course/240x135/3611296_bcb5_6.jpg,"Learn how to write readable, understandable and therefore maintainable code - step by step, in an example-driven way",6.5 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Clean Code,c00190
https://www.udemy.com/course/nodejs-master-class/,https://img-b.udemycdn.com/course/240x135/1638522_fbdf.jpg,"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",15 total hours,Mosh Hamedani,Node.js: The Complete Guide to Build RESTful APIs (2018),c00191
https://www.udemy.com/course/python-programming-beginners/,https://img-b.udemycdn.com/course/240x135/1144936_1aef_4.jpg,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,3.5 total hours,Febin George,Programming with Python : HandsOn Introduction for Beginners,c00192
https://www.udemy.com/course/pre-programming-everything-you-need-to-know-before-you-code/,https://img-b.udemycdn.com/course/240x135/881980_fc8f.jpg,Increase your chance of success learning to code and communicating with other developers,6.5 total hours,Evan Kimbrell,Programming with Python : HandsOn Introduction for Beginners,c00193
https://www.udemy.com/course/jsp-tutorial/,https://img-b.udemycdn.com/course/240x135/618736_237d_5.jpg,JSP: Covers JSP 2.3 and Servlets 3.1 - Most Popular JSP/Servlet course,9 total hours,Chad Darby,"JSP, Servlets and JDBC for Beginners: Build a Database App",c00194
https://www.udemy.com/course/design-patterns-csharp-dotnet/,https://img-b.udemycdn.com/course/240x135/1148688_4313_5.jpg,Discover the modern implementation of design patterns with C# and .NET,20.5 total hours,Dmitri Nesteruk,Design Patterns in C# and .NET,c00195
https://www.udemy.com/course/github-ultimate/,https://img-b.udemycdn.com/course/240x135/752950_b773.jpg,"Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning",6.5 total hours,"Jason Taylor, John Myers",GitHub Ultimate: Master Git and GitHub - Beginner to Expert,c00196
https://www.udemy.com/course/python-for-data-structures-algorithms-and-interviews/,https://img-b.udemycdn.com/course/240x135/535622_3bc0.jpg,Get a kick start on your career and ace your coding interviews!,17 total hours,Jose Portilla,"Python for Data Structures, Algorithms, and Interviews!",c00197
https://www.udemy.com/course/data-statistics/,https://img-b.udemycdn.com/course/240x135/1175200_2723.jpg,"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",6 total hours,"Kirill Eremenko, SuperDataScience Team, Ligency Team",Statistics for Business Analytics and Data Science A-Z™,c00198
https://www.udemy.com/course/50-projects-50-days/,https://img-b.udemycdn.com/course/240x135/3671332_b86a_4.jpg,"Sharpen your skills by building 50 quick, unique & fun mini projects",18.5 total hours,"Brad Traversy, Florin Pop","50 Projects In 50 Days - HTML, CSS & JavaScript",c00199
https://www.udemy.com/course/react-redux-tutorial/,https://img-b.udemycdn.com/course/240x135/781532_8b4d_6.jpg,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",21 total hours,Stephen Grider,Advanced React and Redux,c00200
https://www.udemy.com/course/react-nodejs-express-mongodb-the-mern-fullstack-guide/,https://img-b.udemycdn.com/course/240x135/2640372_5b44_5.jpg,"Build fullstack React.js applications with Node.js, Express.js & MongoDB (MERN) with this project-focused course.",19 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz","React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",c00201
https://www.udemy.com/course/robot-framework-level-1/,https://img-b.udemycdn.com/course/240x135/526104_c176_6.jpg,"Robot Framework 5.0 is the fastest & easiest way to do Selenium, API, and database test automation!",8.5 total hours,Bryan Lamb,Robot Framework Test Automation - Level 1 ( Selenium ),c00202
https://www.udemy.com/course/unreale4/,https://img-b.udemycdn.com/course/240x135/1035484_22c9.jpg,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",15.5 total hours,"Christopher Murphy, Epic Games",Unreal Engine 4: How to Develop Your First Two Games,c00203
https://www.udemy.com/course/cucumber-tutorial/,https://img-b.udemycdn.com/course/240x135/1560542_53ed.jpg,Step by Step Cucumber BDD Framework Tutorial with Java and implement Robust Selenium WebDriver Framework from scratch,12 total hours,Rahul Shetty,Learn Cucumber BDD with Java -MasterClass Selenium Framework,c00204
https://www.udemy.com/course/hibernate-jpa-tutorial-for-beginners-in-100-steps/,https://img-b.udemycdn.com/course/240x135/1341538_b1e7_4.jpg,"Learn Hibernate, JPA (Java Persistence API) and Spring Data JPA using Spring and Spring Boot",14 total hours,in28Minutes Official,Master Hibernate and JPA with Spring Boot in 100 Steps,c00205
https://www.udemy.com/course/unityrpg/,https://img-b.udemycdn.com/course/240x135/1110626_255b_5.jpg,Build Combat for Role Playing Game (RPG) in Unity. Tutorials Cover Code Architecture & Video Game Design.,27.5 total hours,"Ben Tristem, Rick Davidson, GameDev.tv Team",RPG Core Combat Creator: Learn Intermediate Unity C# Coding,c00206
https://www.udemy.com/course/progressive-web-app-pwa-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/1329100_571a.jpg,"Build a Progressive Web App (PWA) that feels like an iOS & Android App, using Device Camera, Push Notifications and more",16 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Progressive Web Apps (PWA) - The Complete Guide,c00207
https://www.udemy.com/course/deep-learning-tensorflow-2/,https://img-b.udemycdn.com/course/240x135/2430492_5cdb_8.jpg,"Machine Learning &amp; Neural Networks for Computer Vision, Time Series Analysis, NLP, GANs, Reinforcement Learning, +More!",24 total hours,"Lazy Programmer Inc., Lazy Programmer Team",Tensorflow 2.0: Deep Learning and Artificial Intelligence,c00208
https://www.udemy.com/course/python-3-deep-dive-part-1/,https://img-b.udemycdn.com/course/240x135/1213952_e17d_2.jpg,"Variables, Functions and Functional Programming, Closures, Decorators, Modules and Packages",46 total hours,Dr. Fred Baptiste,Python 3: Deep Dive (Part 1 - Functional),c00209
https://www.udemy.com/course/complete-ios-10-developer-course/,https://img-b.udemycdn.com/course/240x135/895786_7b4b_2.jpg,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",30 total hours,"Rob Percival, Codestars • over 2 million students worldwide!",The Complete iOS 10 & Swift 3 Developer Course,c00210
https://www.udemy.com/course/unit-testing-csharp/,https://img-b.udemycdn.com/course/240x135/1496348_a2c1.jpg,"Master unit testing C# code with NUnit and Moq: all about dependency injection, best practices and pitfalls to avoid",6 total hours,Mosh Hamedani,Unit Testing for C# Developers,c00211
https://www.udemy.com/course/practice-java-by-building-projects/,https://img-b.udemycdn.com/course/240x135/1360780_1421_6.jpg,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,3.5 total hours,Tim Short,Practice Java by Building Projects,c00212
https://www.udemy.com/course/unreal-engine-5-the-complete-beginners-course/,https://img-b.udemycdn.com/course/240x135/660600_39b2_4.jpg,Learn Video Game Development & How To Design a Game From Scratch Using UE5,10.5 total hours,David Nixon,Unreal Engine 5: The Complete Beginner's Course,c00213
https://www.udemy.com/course/modern-javascript-from-novice-to-ninja/,https://img-b.udemycdn.com/course/240x135/2201164_831a.jpg,Learn Modern JavaScript from the very start to ninja-level & build awesome JavaScript applications.,20.5 total hours,The Net Ninja (Shaun Pelling),"Modern JavaScript (Complete guide, from Novice to Ninja)",c00214
https://www.udemy.com/course/blockchain-developer/,https://img-b.udemycdn.com/course/240x135/1172526_e914_8.jpg,"Become An Ethereum Blockchain Developer With One Course. Master Solidity, Web3.JS, Truffle, Metamask, Remix &amp; More!",24 total hours,"Ravinder Deol, Thomas Wiesner, Haseeb Ali",Ethereum Blockchain Developer Bootcamp With Solidity (2024),c00215
https://www.udemy.com/course/video-course-c-from-beginner-to-expert/,https://img-b.udemycdn.com/course/240x135/43718_e5ca_10.jpg,Designed for people who don't have any knowledge about the programming and want to program in C++,17.5 total hours,Arkadiusz Włodarczyk,C++: From Beginner to Expert,c00216
https://www.udemy.com/course/master-android-7-nougat-java-app-development-step-by-step/,https://img-b.udemycdn.com/course/240x135/919872_ed54_6.jpg,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,60.5 total hours,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",Android Java Masterclass - Become an App Developer,c00217
https://www.udemy.com/course/data-structures-and-algorithms-the-complete-guide/,https://img-b.udemycdn.com/course/240x135/2165246_3286_6.jpg,Become ace in data structures & algorithms & Crack the code interview by getting mastery in data structures & algorithms,7.5 total hours,Vinoth Parthasarathy,Data Structures A-Z : Data Structures + Algorithms Bootcamp,c00218
https://www.udemy.com/course/python-for-computer-vision-with-opencv-and-deep-learning/,https://img-b.udemycdn.com/course/240x135/1982382_e2cf.jpg,"Learn the latest techniques in computer vision with Python , OpenCV , and Deep Learning!",14 total hours,Jose Portilla,Python for Computer Vision with OpenCV and Deep Learning,c00219
https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization/,https://img-b.udemycdn.com/course/240x135/1656228_5278_5.jpg,"Become an expert in Multithreading, Concurrency & Parallel programming in Java, with strong emphasis on high performance",5.5 total hours,"Michael Pogrebinsky | Software Architecture, System Design, Java Expert, Top Developer Academy LLC","Java Multithreading, Concurrency & Performance Optimization",c00220
https://www.udemy.com/course/graphql-with-react-course/,https://img-b.udemycdn.com/course/240x135/1109926_7f97_2.jpg,Learn and master GraphQL by building real web apps with React and Node,13.5 total hours,Stephen Grider,GraphQL with React: The Complete Developers Guide,c00221
https://www.udemy.com/course/modern-java-learn-java-8-features-by-coding-it/,https://img-b.udemycdn.com/course/240x135/1692036_419c_2.jpg,"Learn Functional programming using Lambdas, Streams , new Date APIs, Optionals in Java 8 by coding it.",11 total hours,Pragmatic Code School,Modern Java - Learn Java 8 Features By coding it,c00222
https://www.udemy.com/course/learn-git-by-doing-a-step-by-step-guide-to-version-control/,https://img-b.udemycdn.com/course/240x135/952864_d214.jpg,Learn the basics of Git through detailed and easy to follow along screencasts. Start using Git today!,1.5 total hours,"Codingdojo, Inc.",Learn Git by Doing: A step-by-step guide to version control,c00223
https://www.udemy.com/course/dp900-azure/,https://img-b.udemycdn.com/course/240x135/3279690_ebc2_3.jpg,Learn the basics of Azure database services and get certified with this complete DP-900 course!,4.5 total hours,"Scott Duffy  • 1.000.000+ Students, Software Architect.ca",DP-900 Azure Data Fundamentals Exam Prep In One Day,c00224
https://www.udemy.com/course/software-engineering-101/,https://img-b.udemycdn.com/course/240x135/2267906_505c.jpg,Software Engineering 101: Use Software Engineering to Plan and Build Amazing Software + Learn SCRUM Framework!,8.5 total hours,Kurt Anderson,Software Engineering 101: Plan and Execute Better Software.,c00225
https://www.udemy.com/course/selenium-webdriver-with-java-testng-and-log4j/,https://img-b.udemycdn.com/course/240x135/246652_50e9_4.jpg,"Join the ""Top Rated Selenium 4 (Latest) Course""-Basics To Advanced Level With POM, Grid, Maven,GitHub,Jenkins,Interviews",44.5 total hours,Lets Kode It,Selenium WebDriver 4 With Java - Novice To Ninja [2024],c00226
https://www.udemy.com/course/xamarin-forms-course/,https://img-b.udemycdn.com/course/240x135/951684_9c1a_2.jpg,"Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills",7.5 total hours,Mosh Hamedani,Xamarin Forms: Build Native Cross-platform Apps with C#,c00227
